	Sample_1	Sample_2
TRIM2	1.606364108	1.276386262
TRIM21	3.25557321	3.737097136
TRIM22	3.547082248	4.141436672
TRIM23	2.203860883	2.07053678
TRIM24	2.094510033	2.299585475
TRIM25	2.030067751	2.626016235
TRIM26	1.873579325	2.2981766
TRIM27	1.34262454	1.956761177
TRIM28	5.241176636	4.833377633
TRIM29	2.72185192	3.391684567
TRIM3	2.501051821	1.575789661
TRIM31	0.24481548	0.488915428
TRIM31-AS1	1.3982213	0.592409488
TRIM32	2.792493948	2.507933318
TRIM33	2.236793219	2.803989762
TRIM35	2.866551746	2.769914103
TRIM36	0.57787073	0.891985239
TRIM37	2.575162757	2.720873201
TRIM38	2.135629665	2.539246784
TRIM4	2.961416922	2.737593003
TRIM41	2.224700247	2.002625814
TRIM44	2.622262056	2.89394927
TRIM45	2.151529939	1.45511892
TRIM46	1.72532606	1.801403741
TRIM47	4.43873086	3.180024313
TRIM5	2.408121998	2.622796907
TRIM52	2.464086965	1.995664209
TRIM52-AS1	3.043014524	2.379270827
TRIM54	0.186098424	0.857018974
TRIM56	2.655298916	2.787670971
TRIM58	1.602392555	0
TRIM59	3.082118307	2.377440263
TRIM6	1.901934425	1.03976561
TRIM61	1.598497647	0.688795412
TRIM62	2.036488705	2.097198145
TRIM65	3.142784551	3.031268534
TRIM66	0.875532283	1.119826289
TRIM68	2.400677728	2.103903084
TRIM69	1.346670068	1.32922343
TRIM7	1.276602034	2.456513854
TRIM7-AS1	0.505468937	2.101327344
TRIM72	0.260631087	0.219670668
TRIM73	0.162176501	0.336638972
TRIM74	0.387968028	0.33807585
TRIM8	4.54152657	3.81091802
TRIM9	0.197414808	0.527427387
TRIO	2.628392837	2.744217182
TRIOBP	3.816262645	2.737084369
TRIP10	4.443018846	3.492826396
TRIP11	2.129169913	2.561221044
TRIP12	3.166268159	3.530841218
TRIP13	2.241015411	2.32927211
TRIP4	2.691333391	3.072430008
TRIP6	4.84940605	4.237807484
TRIQK	2.234370457	2.16370773
TRIR	5.961448241	5.190828585
TRIT1	2.580916286	1.996421857
TRMO	1.616043367	1.886705363
TRMT1	4.24934647	2.955168512
TRMT10A	1.460127816	1.15010453
TRMT10B	2.69255823	2.125946942
TRMT10C	3.331145691	3.598064309
TRMT11	2.457372944	2.086621993
TRMT112	5.581865353	4.864154805
TRMT12	2.543581433	2.131188205
TRMT13	3.01366237	2.379962681
TRMT1L	2.699780396	2.721862999
TRMT2A	3.724517872	2.99412027
TRMT2B	2.163672648	2.449209662
TRMT44	1.979891589	1.351275982
TRMT5	2.29272316	2.298612368
TRMT6	2.12492007	2.571298169
TRMT61A	3.961555583	2.613390532
TRMT61B	2.914018416	2.7159478
TRMT9B	0.388866404	0.114231263
TRMU	2.55402123	1.97096997
TRNAU1AP	2.513948839	2.508720939
TRNP1	4.07498984	1.490295706
TRNT1	2.664651639	2.252930153
TRO	2.161296441	0.520461725
TROAP	2.745042079	1.877470292
TRPA1	1.332659296	1.762324452
TRPC1	2.86400633	1.24165459
TRPC4	0.897495175	0
TRPC4AP	4.29429695	4.47538412
TRPC6	0.796007714	0.254441928
TRPM2	1.616270129	2.947007637
TRPM2-AS	0	1.362081542
TRPM4	3.05135775	2.305281213
TRPM5	0	1.373605435
TRPM6	0.141227672	0.062378141
TRPM7	2.171566409	2.371587093
TRPS1	1.989522986	1.707118125
TRPT1	3.679226304	3.241229465
TRPV1	1.637773163	1.258316365
TRPV2	2.224492111	4.04922288
TRPV3	0.546100124	0.045204136
TRPV4	1.391789979	2.307077799
TRPV6	0.617996598	0.181356385
TRRAP	2.270648749	2.435471601
TRUB1	2.926812408	2.810533353
TRUB2	2.715168855	2.547033616
TSACC	0.318592062	0.335048321
TSC1	1.919202282	1.729796499
TSC2	3.391925563	2.157377347
TSC22D1	4.6398593	3.244042538
TSC22D1-AS1	1.253021893	0.44229496
TSC22D2	2.367789945	2.080203867
TSC22D3	5.108916314	5.263172511
TSC22D4	3.829726294	3.868324859
TSEN15	2.147376837	1.913050966
TSEN2	1.349312928	0.827530903
TSEN34	3.241278179	0.607191505
TSEN54	2.932117697	2.781139964
TSFM	0.390589209	0.279584888
TSG101	3.617725661	3.50443757
TSGA10	0.694205737	1.045674731
TSHZ1	2.644188196	2.133330643
TSHZ2	0.779952632	0.200925427
TSHZ3	2.762358886	1.359490805
TSIX	0	2.456412981
TSKS	0.211596888	1.011552659
TSKU	3.581356444	3.691634105
TSLP	1.581010073	0.661089355
TSN	3.661386702	3.43580705
TSNARE1	2.779113797	2.235654575
TSNAX	2.47728959	2.578532193
TSNAXIP1	2.503259321	1.88809328
TSPAN1	3.36346573	4.944763875
TSPAN10	1.476959958	1.509130524
TSPAN11	0.53383419	0.458727525
TSPAN12	1.912997822	2.415249581
TSPAN13	3.42918211	5.361629956
TSPAN14	2.379396238	3.4355982
TSPAN15	4.124015831	3.056614092
TSPAN17	2.971970582	3.415870171
TSPAN18	2.657660111	0.916457213
TSPAN2	4.276802934	0.600756747
TSPAN3	3.919733562	3.959662105
TSPAN31	3.803189813	3.517693991
TSPAN32	1.525854658	1.29450615
TSPAN33	2.655599411	3.544090099
TSPAN4	3.434173962	3.61534764
TSPAN5	1.369887185	1.09720044
TSPAN6	2.821461406	3.221567057
TSPAN7	4.079137242	0.53350082
TSPAN8	1.085177219	1.741989769
TSPAN9	3.352217947	2.019430844
TSPEAR	0.145189955	1.507219325
TSPEAR-AS1	0.753790437	2.361843828
TSPEAR-AS2	0.766426887	2.282312611
TSPO	5.815309234	5.781717342
TSPOAP1	2.130585977	0.815314672
TSPOAP1-AS1	2.770722632	2.716320846
TSPY26P	2.099230408	0.704308546
TSPYL1	3.348052648	3.131423587
TSPYL2	4.126914298	2.205189191
TSPYL4	3.041670383	2.860841391
TSPYL5	2.656801695	1.351856537
TSR1	3.425435436	3.251495683
TSR2	3.810365123	2.827071331
TSR3	5.071076532	4.552722553
TSSC2	2.212664543	2.364982966
TSSC4	3.767436108	3.079652723
TSSK2	1.734459337	1.106860333
TSSK3	0.423905848	1.415885329
TSSK5P	1.284717217	0.596344463
TSSK6	1.647740321	1.257160155
TST	3.462774848	3.380027653
TSTD1	3.255406055	3.758729851
TSTD2	3.513734468	2.383163057
TSTD3	0.915163198	1.280405114
TTBK1	0.551586526	0.122330639
TTBK2	1.835231002	1.704614815
TTC1	2.699026866	2.152011349
TTC12	1.847167468	1.888631524
TTC13	2.373359365	2.460585015
TTC14	2.831710775	2.617063336
TTC16	0.317359056	0.50233872
TTC17	2.566773456	2.728723989
TTC19	2.765043821	2.663137961
TTC21A	1.40567324	0.810292774
TTC21B	0.808924983	0.9576675
TTC21B-AS1	0.053079584	0.419012886
TTC22	2.399480741	2.354929344
TTC23	2.554309145	1.636755595
TTC23L	0.091380213	0.126931894
TTC23L-AS1	1.301030675	0
TTC26	1.346841556	1.390858886
TTC27	2.325742673	2.326041514
TTC28	2.599002288	0.89154849
TTC28-AS1	1.593004349	1.188318608
TTC3	3.264315975	3.238097314
TTC3-AS1	2.551142247	2.700633347
TTC30A	1.25290755	1.21470288
TTC30B	1.638562876	1.934214716
TTC31	2.508898731	2.254823646
TTC32	3.172057256	2.2695841
TTC33	1.917371836	1.634984827
TTC36	1.583022613	1.250565117
TTC38	3.09487324	3.264921737
TTC39A	1.748442978	0.283150585
TTC39B	1.675327582	1.48272251
TTC39C	1.802261703	1.867821645
TTC3P1	1.033746143	0.869861733
TTC4	0.148346546	0.119763451
TTC41P	0.212015215	0.087187862
TTC5	1.238654955	1.322547667
TTC6	0.676677557	0.679597209
TTC7A	2.763634747	2.917314513
TTC7B	1.681432934	1.475527579
TTC8	2.577816041	2.193580372
TTC9	1.4988552	1.192134834
TTC9B	0.213630569	0
TTC9C	2.541883208	2.496080242
TTF1	2.170635382	2.607203995
TTF2	1.602875903	1.838357085
TTI1	2.306852637	2.507948295
TTI2	2.255152125	2.428205411
TTK	1.941449987	1.947166297
TTL	1.894161794	2.112556994
TTLL1	2.758784301	1.585205318
TTLL1-AS1	1.484821395	0.577273687
TTLL10	0.190019504	0.105260702
TTLL11	1.508191177	0.414616663
TTLL12	3.469749577	3.647368289
TTLL3	1.822449338	1.400423002
TTLL4	1.77065668	2.232576397
TTLL5	1.831050551	1.439769013
TTLL7	3.021787404	0.054584533
TTLL9	0.257405753	0.271113382
TTN	0.326981743	0.556613531
TTN-AS1	0.784636423	0.942193512
TTPAL	2.091223573	1.951296682
TTTY14	0.515403702	0
TTYH1	0.212378619	0.118230107
TTYH2	1.428586328	2.999817843
TTYH3	3.099603697	5.165460159
TUB	2.36050948	0.174022478
TUBA1A	6.037282408	4.345241348
TUBA1B	6.696084426	6.372471902
TUBA1C	5.114582688	5.04387988
TUBA4A	3.932591206	2.278330523
TUBA5P	0.386227144	1.064827159
TUBB	4.19244282	3.987917192
TUBB1	0.75785984	0.456826571
TUBB2A	3.463858013	2.184630752
TUBB2B	1.247182981	0.427479692
TUBB3	0.123574957	0.456202986
TUBB4A	1.036331458	1.502170646
TUBB4B	6.054546902	6.106031466
TUBB6	5.390993567	4.014372474
TUBB8	0	0
TUBBP5	1.2174628	1.755041155
TUBD1	2.143685577	1.931934221
TUBE1	2.27585728	1.873408135
TUBG1	3.628025341	3.013806476
TUBG2	3.911587748	2.472957272
TUBGCP2	3.084080248	3.688674635
TUBGCP3	1.909915741	2.141313148
TUBGCP4	2.565601667	2.237399792
TUBGCP5	1.614257159	1.530237859
TUBGCP6	3.446228799	2.9440488
TUFM	5.273648451	4.963115011
TUFT1	2.039688704	2.424727335
TUG1	3.938063783	3.488124389
TULP1	0.390831112	0.536615288
TULP3	2.936667247	2.521475905
TULP4	1.557258769	2.046799338
TUSC1	4.427960996	2.408954525
TUSC2	3.541750124	3.360829964
TUSC3	3.61100766	3.729159704
TUT1	2.604126048	2.0334493
TUT4	2.13980978	1.896378573
TUT7	2.03511628	3.047874481
TVP23A	2.601963385	2.19106775
TVP23B	2.842738024	2.986642293
TVP23C	0.877287989	0.867199789
TWF1	4.025148549	4.183230248
TWF2	3.225798937	3.628042539
TWIST1	2.303360707	1.192801185
TWIST2	2.062308187	0.388579162
TWNK	2.218633019	2.747006151
TWSG1	4.269602064	3.760262438
TWSG1-DT	0.196349116	0.378636291
TXK	0.216235542	0.896534669
TXLNA	3.761644852	3.528186259
TXLNB	0.861430907	0.655087181
TXLNG	2.300920752	2.864248344
TXLNGY	2.411317206	0
TXN	6.148036418	5.823503648
TXN2	4.709848461	4.550572975
TXNDC11	3.149106895	3.806279479
TXNDC12	0.774053838	1.980957172
TXNDC15	3.795136649	2.995082141
TXNDC16	1.886745712	1.802235352
TXNDC17	3.538088719	3.098648565
TXNDC5	1.795116	1.73712671
TXNDC9	3.047148647	2.767494634
TXNIP	5.781460362	6.907955434
TXNL1	2.635367739	2.403011323
TXNL4A	3.19079615	3.162391057
TXNL4B	1.94468949	2.00187451
TXNRD1	3.679670084	3.910407459
TXNRD2	2.64686236	1.860867979
TXNRD3	2.185438144	1.960783873
TYK2	3.68512036	3.440763094
TYMP	4.081235324	5.580687361
TYMS	3.737908932	4.070008127
TYMSOS	1.758996929	2.335873934
TYRO3	0.927356204	1.55227339
TYROBP	4.506814867	7.129703089
TYSND1	2.747619287	3.292033469
TYW1	3.434208074	2.932878464
TYW1B	0.862025823	1.669232493
TYW3	2.623109	2.085698525
TYW5	1.138927293	1.202775951
U2AF1	0.518013842	1.029588779
U2AF1L4	1.661698414	0.933571989
U2AF2	4.595922737	4.121726066
U2SURP	3.126708131	3.205239116
UACA	3.548778415	2.358809261
UAP1	3.194992856	3.244993907
UAP1L1	2.027142944	3.121571628
UBA1	4.568103497	4.860540849
UBA2	3.699929497	3.92426735
UBA3	3.520660692	3.481962954
UBA5	2.706426564	2.489105254
UBA52	5.291167157	5.42409382
UBA6	2.287452635	2.916654863
UBA7	3.852139208	3.678598754
UBAC1	4.084549629	3.876082265
UBAC2	3.308693064	3.53703647
UBAC2-AS1	0.931685359	0.332191501
UBALD1	3.766979006	2.460472275
UBALD2	4.870520028	5.311371816
UBAP1	3.913976371	4.015152519
UBAP1L	0.776760545	0.614030284
UBAP2	1.855833428	1.875255562
UBAP2L	3.690072967	3.636192252
UBASH3A	0.193546854	0.757373211
UBASH3B	0.855856261	2.278569155
UBB	6.618675156	6.177887726
UBBP4	0.267977972	0.550153307
UBC	6.408773851	5.840599704
UBE2A	3.361238435	3.527530589
UBE2B	4.022629173	3.744512235
UBE2C	4.601911265	3.434708357
UBE2D1	2.663297626	3.512090893
UBE2D2	4.21571478	4.144838153
UBE2D3	3.842351478	4.217944499
UBE2D3-AS1	1.498349523	0.695724659
UBE2D4	2.897229994	2.136164991
UBE2E1	3.595229039	3.594901679
UBE2E2	3.028328249	3.065617112
UBE2E3	4.185900626	3.652048933
UBE2F	2.358489334	2.188674317
UBE2FP3	1.433514943	0.613511915
UBE2G1	3.237795467	3.283757625
UBE2G2	3.785212216	3.280786969
UBE2H	3.860198276	3.490201942
UBE2I	3.333740332	2.920344407
UBE2J1	3.685875759	4.141301723
UBE2J2	3.435702132	3.336455923
UBE2K	3.700431167	3.741256548
UBE2L3	4.440531563	4.155530654
UBE2L6	4.285190639	5.456891252
UBE2M	4.713885697	4.463633536
UBE2N	3.624051549	3.438390799
UBE2O	2.741059115	2.908159139
UBE2Q1	3.612076312	3.711851197
UBE2Q1-AS1	3.313052974	3.646076141
UBE2Q2	3.545059016	3.302717884
UBE2Q2P1	0.646508276	0.496376855
UBE2Q2P2	0.26289607	0.890112363
UBE2QL1	2.105931041	0.389861891
UBE2R2	3.727732538	3.815679979
UBE2R2-AS1	0.17200121	0.048574247
UBE2S	4.362714246	3.644379653
UBE2T	2.897859015	2.631478734
UBE2V1	0.298111367	0.497594258
UBE2V2	3.118006682	2.76930143
UBE2W	2.310614077	2.151633958
UBE2Z	3.789003174	3.675374216
UBE3A	2.189113668	2.436934457
UBE3B	2.21029167	2.341431172
UBE3C	3.269625494	3.25601768
UBE3D	0.854610279	0.96219608
UBE4A	2.955662255	3.266877532
UBE4B	2.658142576	2.524321526
UBFD1	2.994502488	2.904933876
UBIAD1	2.292908797	2.526416942
UBL3	3.325405323	3.612209578
UBL4A	3.688645469	3.461008898
UBL5	4.75949696	3.963333378
UBL7	3.92324487	3.901929187
UBLCP1	3.564149685	3.461681682
UBN1	2.316224518	2.788341314
UBN2	1.514265792	1.671849461
UBOX5	2.468209904	1.856497387
UBOX5-AS1	1.426603399	0.773642261
UBP1	3.233178441	2.968385362
UBQLN1	3.437029047	3.923304339
UBQLN2	3.602767941	3.510520118
UBQLN4	3.232461626	3.706811891
UBQLNL	1.062807766	0.875761083
UBR1	2.307117808	1.982098963
UBR2	2.672946499	2.660424804
UBR3	2.527882869	2.742176678
UBR4	2.49225296	2.543714047
UBR5	2.901971227	3.014894164
UBR7	1.420554672	1.445984732
UBTD1	3.950651675	3.980468678
UBTD2	3.283453675	3.354273048
UBTF	3.92734746	3.433163659
UBXN1	4.623936586	4.048640623
UBXN10	1.57606413	1.535497577
UBXN11	3.787187851	4.925075479
UBXN2A	2.3340345	2.109855151
UBXN2B	2.454403016	2.929167284
UBXN4	4.103752498	4.315416009
UBXN6	4.459174433	4.097276122
UBXN7	1.876364341	2.43738633
UBXN8	1.314007374	1.486385104
UCA1	1.722580039	2.72886191
UCHL1	3.963111733	1.665754185
UCHL3	1.330145606	1.616985912
UCHL5	2.473599876	2.646360118
UCK1	3.664347103	3.115718157
UCK2	2.305065625	2.283523319
UCKL1	3.642074111	3.490873565
UCKL1-AS1	1.962446742	1.59787342
UCN	1.915202307	1.965759872
UCN2	1.308211071	0.781611366
UCP2	3.7378485	5.065368926
UCP3	1.072152052	0.680542342
UEVLD	2.575410315	2.400766443
UFC1	4.368900682	4.208938265
UFD1	2.789222155	2.552423004
UFL1	3.216159635	3.387148582
UFM1	3.698733605	3.674178761
UFSP1	2.211400614	1.172495904
UFSP2	3.344875935	2.895524781
UGCG	3.339506112	3.650863735
UGDH	3.405732274	3.353429638
UGDH-AS1	1.065160571	1.086491825
UGGT1	2.480543728	3.101572115
UGGT2	2.327885822	2.026659886
UGP2	3.721554141	3.567797137
UGT1A1	0.118189369	0.756704031
UGT1A10	1.398161672	0
UGT1A6	0.340521087	1.06248351
UGT1A7	0.286395331	0.42375022
UGT1A8	0	0.115835683
UGT1A9	0.302234315	0
UGT2B15	0	0.244729006
UGT2B28	0.203165932	1.122044686
UGT2B7	0	0.331262005
UGT8	0.567138714	0.184325951
UHMK1	2.644260496	3.824357558
UHRF1	2.728536404	2.468993243
UHRF2	2.379428987	2.462803113
UIMC1	2.457628653	2.374331934
ULBP1	0.083288202	0.346859122
ULBP2	0.607387556	0.634696563
ULBP3	0.54068045	1.758287589
ULK1	3.451340085	2.707830142
ULK2	2.26677483	1.709669035
ULK3	3.717444829	3.168595935
ULK4	1.05274086	0.909954781
UMAD1	2.118859645	1.540434245
UMPS	2.081543859	2.224725906
UNC119	2.618253076	2.994610454
UNC119B	2.734206824	2.226329747
UNC13A	0.317859698	0.088577858
UNC13B	1.608004009	2.008005933
UNC13C	0.055726446	0
UNC13D	3.362820643	3.217777459
UNC45A	4.039743258	3.403867154
UNC50	3.446502358	3.300855897
UNC5B	2.170907363	2.763506126
UNC5B-AS1	2.438295049	1.05885867
UNC5C	1.231805527	0.255208087
UNC5CL	1.258036453	0.28374944
UNC93B1	4.419639289	5.078383655
UNG	3.065512877	3.403646443
UNK	3.13217056	2.843810294
UNKL	2.367995967	2.06296593
UPF1	3.569977068	3.408257424
UPF2	2.5935561	2.816652457
UPF3A	3.277694193	2.75872914
UPF3B	2.585161263	2.44362632
UPK1A	1.739734112	2.67665902
UPK1A-AS1	1.616270129	2.133317779
UPK1B	0	4.439506262
UPK2	1.093597113	4.051078763
UPK3A	1.117839287	3.021120282
UPK3B	0.196835707	3.202610875
UPP1	3.043236289	3.997943966
UPRT	1.802576488	2.135168075
UQCC1	2.64500278	2.437346534
UQCC2	3.876501742	2.173868993
UQCC3	3.678073444	3.163308356
UQCR10	5.085203596	4.793361977
UQCR11	3.214168937	2.573661861
UQCRB	3.466050449	3.170154884
UQCRC1	5.172480066	5.042664288
UQCRC2	3.856072982	4.280430156
UQCRFS1	4.068638533	4.267178324
UQCRFS1P1	1.442452281	1.706555122
UQCRH	5.167576923	5.186998687
UQCRHL	1.213944592	0.940276808
UQCRQ	4.70916671	4.126455125
URAHP	3.197828612	2.546177573
URB1	2.428547489	1.832040681
URB1-AS1	3.134729334	2.688307761
URB2	1.470829339	2.120559489
URGCP	2.851149888	2.517116189
URI1	3.560203083	3.345318877
URM1	3.658380749	3.293659867
UROD	4.268751045	3.480165181
UROS	2.521174528	2.152959782
USB1	2.696040147	2.656197772
USE1	3.151494549	2.568657438
USF1	3.737905997	4.070087186
USF2	4.210804247	4.370737915
USF3	1.441685473	1.865507002
USH1C	1.48437597	0
USH1G	0	0.376519546
USHBP1	1.204322948	0.159374814
USO1	3.791250128	3.913912446
USP1	3.207430573	3.357574621
USP10	3.262470194	3.292594729
USP11	4.0628848	3.187839766
USP12	3.164823075	3.420328247
USP13	1.547837237	0.87641927
USP14	3.451837758	3.290980138
USP15	1.74989419	2.511251949
USP16	2.917003658	2.901328946
USP18	2.158166488	3.214255585
USP19	3.582545667	3.414074587
USP2	0.980143716	1.248642016
USP2-AS1	0.069711945	0.07379881
USP20	3.579838569	2.500871496
USP21	2.833471819	2.797629614
USP22	4.331824578	4.222234021
USP24	3.01799543	2.767844794
USP25	2.607062308	2.78064778
USP27X	1.660649955	1.588540019
USP27X-DT	1.591455358	0.799405175
USP28	2.239401509	2.460308647
USP3	2.538162693	2.807362892
USP3-AS1	3.039233174	2.271878732
USP30	1.50972032	2.484028527
USP30-AS1	0	3.026177686
USP31	2.208770635	1.488780109
USP32	2.200024016	2.782685473
USP32P3	0.770925879	0.223188753
USP33	2.852272896	3.222805191
USP34	2.844205014	2.795800678
USP34-DT	2.962673888	3.458341306
USP35	2.100888869	2.167708363
USP36	2.424625104	2.692969384
USP37	1.216153285	1.795287347
USP38	1.987186058	2.407057885
USP39	3.299687892	3.298892402
USP4	3.106006763	3.194422954
USP40	2.677560793	2.156108018
USP42	1.841206888	2.24385609
USP43	2.000236526	1.175704681
USP44	0.9690145	0
USP45	1.730827316	1.853812901
USP46	1.741002688	1.934470302
USP46-DT	1.732904414	1.781757308
USP47	2.958106832	2.727498634
USP48	2.452375186	2.672307789
USP49	0.523912059	0.900567904
USP5	4.135312622	3.944456129
USP50	1.9065279	2.355750141
USP51	1.487004223	0.807610287
USP53	2.422038246	2.064657197
USP54	1.961140296	2.124320841
USP6	0.144323819	0.096540407
USP6NL	1.284201818	1.671959818
USP6NL-AS1	0	1.544608589
USP7	3.446876998	3.431340502
USP8	1.630710776	2.083241562
USP9X	2.849425987	3.61258504
USP9Y	1.886074837	0
USPL1	2.272832164	2.383474496
UST	3.010921359	1.268699476
UST-AS1	1.507502139	0.346676662
UTP11	3.898692056	2.934237478
UTP14A	2.589047255	2.438877139
UTP15	1.880481279	1.761059354
UTP18	2.766903117	3.965970565
UTP20	1.337203366	1.677241042
UTP23	2.487857488	2.608676786
UTP25	1.503155449	1.808437335
UTP3	3.48694466	3.483160984
UTP4	2.857031572	2.633120768
UTP6	2.868586888	2.626762275
UTRN	2.539096267	2.899712977
UTS2	3.232491651	2.475721133
UTS2B	1.32247406	1.468507735
UTS2R	0	0.148912358
UTY	1.790851668	0
UVRAG	2.247728652	2.189861046
UVRAG-DT	0.613381218	1.306836515
UVSSA	1.748693219	1.469819356
UXS1	2.765282772	2.697255401
UXT	4.002344566	4.265748014
UXT-AS1	1.550841817	1.516997787
VAC14	2.808654557	3.56906384
VAC14-AS1	0.79744591	1.555314139
VAMP1	3.000943026	2.217894864
VAMP2	4.141080112	3.284534098
VAMP3	4.482474965	4.691672978
VAMP4	2.357534096	2.743255213
VAMP5	4.934715554	4.916821814
VAMP8	4.798115544	5.791777442
VANGL1	1.949902293	1.946209336
VANGL2	2.736249467	0.199697158
VAPA	3.518691256	3.488961483
VAPB	2.736938439	2.207119682
VARS1	3.712600966	3.39130673
VASH1	2.523136274	2.742145345
VASH1-AS1	3.712344899	3.364942069
VASH2	0.290907551	0.72973224
VASN	1.73250341	0.387148894
VASP	4.734806648	4.256055257
VAT1	4.656265286	5.59401336
VAT1L	1.569961494	1.217731099
VAV1	1.799405446	3.108052587
VAV2	2.997946131	3.146702247
VAV3	3.716024143	2.183370559
VAX1	0.215854713	0
VAX2	0.731438413	0.665127925
VBP1	3.467842141	4.011314107
VCAM1	2.655509939	2.368751814
VCAN	4.149134177	3.825540991
VCAN-AS1	4.995588248	4.524525385
VCL	4.773324383	3.030363242
VCP	4.276478565	4.148060843
VCPIP1	2.097178371	2.304464139
VCPKMT	2.277628815	2.243055907
VCX	0	1.95007616
VCX3A	0	0
VDAC1	4.749841054	5.048673266
VDAC1P8	1.092593167	1.014111441
VDAC2	4.670081594	4.785224512
VDAC2P5	1.216163395	1.349221363
VDAC3	4.524230466	4.28708726
VDR	2.762794722	1.996236472
VEGFA	2.272774862	4.779163887
VEGFB	5.212891903	4.693217199
VEGFC	2.148523788	1.440876526
VEGFD	0.703648182	0.340894512
VENTX	0.645705786	1.342181333
VEPH1	0.120333714	0.044224188
VEZF1	3.328880693	3.154073638
VEZT	2.693000832	2.777965079
VGF	0.940381916	0.843596583
VGLL1	2.134575524	2.24147292
VGLL3	2.084175059	0.748899788
VGLL4	3.551842221	3.019613493
VHL	3.658752214	3.753151891
VIL1	1.343655157	1.274242339
VILL	2.520423249	1.943716934
VIM	6.343442545	7.533050699
VIM-AS1	6.026009123	7.523660065
VIPAS39	2.764378604	2.668022974
VIPR1	1.31356713	0.98686166
VIPR1-AS1	0.149274607	0.503599793
VIPR2	2.651714383	0.109120899
VIRMA	2.483857355	2.307292515
VKORC1	2.426143526	2.003760311
VKORC1L1	2.889502369	2.811667829
VLDLR	0.851508818	0.492413974
VLDLR-AS1	0.043923883	0
VMA21	3.054263609	3.039712211
VMAC	2.438725471	2.210769963
VMO1	1.572863151	3.481274359
VMP1	4.848483897	4.578252822
VN1R1	0.163767205	0.061020383
VN1R83P	1.161126209	2.077037514
VNN1	0.644369937	1.502680207
VNN2	1.147228466	2.044657669
VOPP1	3.822621671	3.869483735
VPREB3	0	0.834848361
VPS11	2.929778769	2.750582484
VPS13A	2.146520937	1.967469754
VPS13B	1.70223704	1.858900878
VPS13B-DT	0.840506739	0.32045059
VPS13C	2.014508083	2.677184059
VPS13D	1.952034927	2.154246856
VPS16	3.343465762	3.23495381
VPS18	3.088281896	3.429124023
VPS25	3.414239409	3.714268594
VPS26A	2.902864857	3.569389834
VPS26B	3.295694369	3.336433852
VPS26C	2.337503347	2.811446868
VPS28	2.803492991	3.646102218
VPS29	3.897071824	4.059358688
VPS33A	1.60508701	1.689795296
VPS33B	1.618957361	0.815640638
VPS33B-DT	0.281663468	0
VPS35	3.479638563	3.630980038
VPS35L	2.625152142	2.633263981
VPS36	3.093469222	3.064735057
VPS37A	2.746443434	2.821177149
VPS37B	3.045633856	2.841848757
VPS37C	3.490023311	3.295151176
VPS37D	1.873180586	2.278907165
VPS39	3.638803015	3.114393733
VPS39-DT	3.436007287	3.546384167
VPS41	2.916942133	3.104402313
VPS45	2.953552763	2.520419207
VPS4A	3.295559821	2.88703918
VPS4B	3.135821838	3.701968414
VPS50	1.737429043	2.039300858
VPS51	4.65923876	3.707954977
VPS52	2.894248471	2.82744129
VPS53	0.379686938	0.693410954
VPS54	2.417214982	2.950419828
VPS72	4.051495195	3.559795657
VPS8	2.154944105	2.662250004
VPS9D1	3.414184255	3.017640792
VPS9D1-AS1	2.363226059	2.475329201
VRK1	0.617321619	0.620143559
VRK2	2.9674712	3.234043103
VRK3	1.664903141	2.086012227
VSIG1	0.574903653	0.741436382
VSIG10	1.83048764	1.484925412
VSIG10L	1.582550247	1.937147813
VSIG10L2	1.058678041	0.593545818
VSIG2	2.815894791	3.602181016
VSIG4	2.962676453	5.530029345
VSIR	3.692805971	3.92064884
VSNL1	0.689848056	0.271739755
VSTM2L	2.404479519	0.141120857
VSTM4	3.156649777	0.510764966
VSTM5	1.226455023	0
VTA1	2.469517507	2.964436861
VTCN1	1.235926763	2.225579953
VTI1A	1.776497837	1.935717654
VTI1B	3.614768299	3.675516574
VWA1	6.449132289	3.856934227
VWA2	0.859031939	0.782763148
VWA5A	2.466879537	3.268747112
VWA5B1	0	0.125689952
VWA5B2	0.490258296	0.187747511
VWA7	0.829059928	0.634600581
VWA8	2.390353826	2.345214174
VWCE	1.721618471	0.936834788
VWDE	0.616157496	0.915753474
VWF	3.595355048	2.750757515
WAC	3.234652377	3.0588125
WAC-AS1	3.427764709	2.771364823
WAKMAR2	1.092755506	1.035988115
WAPL	2.65999448	3.153586808
WARS1	3.479358497	4.730607364
WARS2	1.882596957	1.954985827
WARS2-AS1	0.924183894	0.989402879
WAS	2.352232369	3.859184798
WASF1	2.197100012	2.244952361
WASF2	4.118732875	4.427539881
WASF3	2.260112953	1.727128584
WASH2P	2.875560917	2.246173631
WASH3P	3.250102456	2.714311217
WASH4P	2.02853849	1.436384917
WASH5P	0.234526739	0.209980415
WASH7P	3.508856123	2.278242545
WASH8P	2.300499631	2.346011885
WASH9P	2.877478901	2.477086071
WASHC1	4.025917221	2.719943353
WASHC2A	3.19212111	3.448785362
WASHC2C	2.911196273	3.070927079
WASHC3	3.31158189	3.116633135
WASHC4	2.711116423	3.479232407
WASHC5	3.114336936	3.346128753
WASHC5-AS1	2.959682972	3.275346619
WASIR2	0	0
WASL	3.788978761	3.339023477
WASL-DT	1.923697066	2.283334056
WBP1	2.137931807	1.417008576
WBP11	3.570375047	3.525552486
